StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID69,QID3,QID4,DOB1#1_1,DOB1#2_1,DOB1#3_1,QID10,QID11,QID12,QID13,QID14,QID15,QID63,QID72,lifesat3,QID74,QID75,QID76,QID77,QID78,QID79,QID80,QID81,QID16,QID17,QID18,Q16,Q17,Q18,Q19,Q20,Q21,Q22,QID26,QID27,QID28,QID29,QID30,QID31,QID32,QID33,QID34,QID35,QID36,QID37,QID38,QID39,QID40,QID41,QID42,QID43,QID44,QID45,QID46,QID47,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID83,QID84,QID85,QID86,fas5,QID88,QID101,QID101_5_TEXT,QID89,School contact,School name,School seed code,Local Authority
2024-07-18 11:11:57,2024-07-18 11:11:57,Survey Test,100,0,True,2024-07-18 11:11:57,R_elE0ZewNKCjvmLQ,test,,"Yes, I am happy to take part",P7,Boy,June,9,2025,Prefer not to say,More than half of the time,Prefer not to say,More than half of the time,Some of the time,At no time,5,8,0,10,5,6,0,1,Prefer not to say,2,Prefer not to say,"Never ","Always ","Never ",Sometimes,"Never ",Sometimes,Sometimes,Sometimes,"Never ","Never ","Never ",Sometimes,"Always ",Sometimes,Prefer not to say,Prefer not to say,I don’t like it very much,Prefer not to say,Never,Prefer not to say,Prefer not to say,Almost never,Often,Sometimes,Sometimes,Often,Almost never,"Very often ",Often,Prefer not to say,Prefer not to say,Often,Sometimes,"Very often ","Very often ","Very often ","Very often ",Sometimes,Sometimes,No,Yes,More than two,Not at all,Prefer not to say,Yes,Prefer not to say,,"Hanging out with friends ,Creative arts (drama, dance, music) ,Something else ",,,,TestLocalAuthority
2024-07-18 11:11:57,2024-07-18 11:11:57,Survey Test,100,0,True,2024-07-18 11:11:57,R_1XHTmlek1yL5dXw,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:57,2024-07-18 11:11:57,Survey Test,100,0,True,2024-07-18 11:11:57,R_6nDpL8NhTBcop1A,test,,"Yes, I am happy to take part",P6,Boy,February,13,2037,Excellent,At no time,All of the time,At no time,Most of the time,Some of the time,5,6,0,0,10,3,10,10,Prefer not to say,9,10,Prefer not to say,Sometimes,Prefer not to say,"Never ","Always ","Never ",Prefer not to say,"Always ",Sometimes,"Never ","Never ",Prefer not to say,"Never ","Always ","Never ","Always ",I like it a lot,Prefer not to say,Sometimes,Almost never,Often,Almost never,Prefer not to say,Often,Sometimes,Often,"Very often ","Very often ",Almost never,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Sometimes,"Very often ",Sometimes,Sometimes,"Yes, two or more",Prefer not to say,Two,Twice,None,Prefer not to say,My postcode is:,EC1A 1HQ,"Doing a physical activity or sport ,Listening to music ",,,,TestLocalAuthority
2024-07-18 11:11:57,2024-07-18 11:11:57,Survey Test,100,0,True,2024-07-18 11:11:58,R_7ZY3uVL1aLdXWmi,test,,"Yes, I am happy to take part",Prefer not to say,Girl,July,23,1985,Good,At no time,Prefer not to say,At no time,At no time,Most of the time,4,2,Prefer not to say,5,3,0,7,5,7,7,3,Always,Sometimes,"Never ",Sometimes,Sometimes,Sometimes,Prefer not to say,Sometimes,"Never ",Sometimes,Sometimes,"Always ",Sometimes,"Always ",Sometimes,"Always ",I like it a lot,A little,Never,Almost never,Prefer not to say,Almost never,"Very often ",Often,Often,"Very often ","Very often ","Very often ",Prefer not to say,"Very often ","Very often ",Almost never,"Very often ",Often,Often,Prefer not to say,Sometimes,Prefer not to say,Sometimes,No,No,None,Once,More than two,No,Prefer not to say,,"Doing a physical activity or sport ,Going on the internet ,Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:11:58,2024-07-18 11:11:58,Survey Test,100,0,True,2024-07-18 11:11:58,R_7UrJLjm8yIZePdk,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:58,2024-07-18 11:11:58,Survey Test,100,0,True,2024-07-18 11:11:58,R_eb3PTz8ttmlP3vw,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:58,2024-07-18 11:11:58,Survey Test,100,0,True,2024-07-18 11:11:58,R_39idyTvVoiwMfuC,test,,"Yes, I am happy to take part",P7,In another way,March,1,2016,Fair,Some of the time,Prefer not to say,Most of the time,At no time,Some of the time,6,10,Prefer not to say,6,4,6,6,Prefer not to say,6,9,6,Prefer not to say,Prefer not to say,"Never ","Always ","Always ",Prefer not to say,Prefer not to say,"Never ","Always ",Prefer not to say,Prefer not to say,"Never ","Always ","Never ","Always ","Never ",I like it a lot,A little,Sometimes,Very often,"Very often ",Prefer not to say,"Very often ",Sometimes,Almost never,"Very often ",Almost never,Prefer not to say,Prefer not to say,Almost never,Almost never,"Very often ","Very often ",Often,Prefer not to say,"Very often ",Almost never,Prefer not to say,Often,Prefer not to say,No,Prefer not to say,Twice,Two,Prefer not to say,Prefer not to say,,"Hanging out with friends ,Chatting/messaging friends on phone or computer ,Reading ",,,,TestLocalAuthority
2024-07-18 11:11:58,2024-07-18 11:11:59,Survey Test,100,1,True,2024-07-18 11:11:59,R_23KHSI73OkXCOrk,test,,"Yes, I am happy to take part",P6,Prefer not to say,July,1,1940,Good,Prefer not to say,More than half of the time,At no time,Most of the time,More than half of the time,2,3,3,6,4,1,4,5,2,7,2,"Never ","Never ",Sometimes,Sometimes,"Never ",Prefer not to say,Sometimes,"Never ","Always ",Sometimes,Sometimes,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Prefer not to say,Not at all,Prefer not to say,Very often,Often,Almost never,Sometimes,Almost never,Almost never,Almost never,Sometimes,Prefer not to say,Sometimes,Prefer not to say,Often,Almost never,"Very often ",Prefer not to say,Prefer not to say,Prefer not to say,Sometimes,"Very often ",Sometimes,Prefer not to say,Yes,Prefer not to say,Once,None,Prefer not to say,Prefer not to say,,"Watching TV ,Reading ,Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:11:59,2024-07-18 11:11:59,Survey Test,100,0,True,2024-07-18 11:11:59,R_2htmYU7lz6eMDga,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:11:59,2024-07-18 11:11:59,Survey Test,100,0,True,2024-07-18 11:11:59,R_ezdmVHTPDkmvSXs,test,,"Yes, I am happy to take part",P7,Boy,January,13,2023,Excellent,Some of the time,Some of the time,More than half of the time,Some of the time,All of the time,3,0,5,9,3,Prefer not to say,6,8,7,6,Prefer not to say,Sometimes,Sometimes,Prefer not to say,"Never ",Sometimes,Prefer not to say,"Never ",Sometimes,Sometimes,"Never ",Sometimes,Sometimes,"Never ","Always ",Prefer not to say,"Never ",I like it a bit,Some,Prefer not to say,Often,"Very often ",Sometimes,Often,Prefer not to say,"Very often ",Almost never,Almost never,"Very often ","Very often ",Sometimes,Almost never,"Very often ",Often,Often,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Sometimes,"Yes, two or more",Prefer not to say,One,Prefer not to say,Prefer not to say,No,Don't know postcode,,"Playing computer games ",,,,TestLocalAuthority
2024-07-18 11:11:59,2024-07-18 11:11:59,Survey Test,100,0,True,2024-07-18 11:12:00,R_di3qzPPfdixatfg,test,,"Yes, I am happy to take part",P6,Girl,May,30,1972,Prefer not to say,More than half of the time,More than half of the time,Prefer not to say,At no time,At no time,0,10,1,1,5,9,Prefer not to say,9,7,0,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Prefer not to say,"Always ",Prefer not to say,"Never ","Never ",Sometimes,"Always ","Always ","Never ","Always ","Always ","Always ",Sometimes,I like it a bit,Not at all,Often,Sometimes,Almost never,Sometimes,Often,Often,Almost never,Often,Sometimes,Sometimes,Almost never,Sometimes,Often,Sometimes,Often,Almost never,Sometimes,"Very often ",Almost never,Sometimes,Almost never,"Yes, one",No,One,Prefer not to say,Prefer not to say,Yes,My postcode is:,EC1A 1HQ,"Watching TV ,Something else ",,,,TestLocalAuthority
2024-07-18 11:12:00,2024-07-18 11:12:00,Survey Test,100,0,True,2024-07-18 11:12:00,R_3dxs6Zt3YFDESoK,test,,"Yes, I am happy to take part",P7,Prefer not to say,May,5,1981,Fair,More than half of the time,More than half of the time,Prefer not to say,All of the time,All of the time,10,0,6,1,9,8,3,Prefer not to say,7,9,9,Sometimes,Prefer not to say,"Never ","Always ",Prefer not to say,"Always ","Never ","Never ",Sometimes,Prefer not to say,Sometimes,"Never ","Never ","Never ","Never ","Always ",I don’t like it at all,A lot,Never,Often,Sometimes,"Very often ",Often,Often,Often,Often,Almost never,Almost never,Almost never,Sometimes,Sometimes,Often,Prefer not to say,"Very often ","Very often ",Almost never,Sometimes,Sometimes,Often,No,Prefer not to say,One,Once,None,No,Prefer not to say,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:12:00,2024-07-18 11:12:00,Survey Test,100,0,True,2024-07-18 11:12:00,R_9Y23aD5Ss6Dgwjs,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:00,2024-07-18 11:12:00,Survey Test,100,0,True,2024-07-18 11:12:00,R_1H5gMSwQ7XZ6HnE,test,,"Yes, I am happy to take part",P6,In another way,March,24,1935,Good,Less than half of the time,More than half of the time,At no time,Most of the time,Most of the time,2,Prefer not to say,0,7,7,Prefer not to say,2,5,3,10,Prefer not to say,Always,"Never ",Sometimes,"Never ","Never ","Always ","Always ",Sometimes,Prefer not to say,"Never ",Sometimes,"Never ","Always ",Prefer not to say,"Never ",Prefer not to say,I like it a lot,A lot,Always,Sometimes,Often,"Very often ","Very often ",Prefer not to say,Often,Almost never,Almost never,Almost never,Sometimes,Almost never,Sometimes,"Very often ",Sometimes,Prefer not to say,"Very often ",Often,Almost never,"Very often ",Often,Prefer not to say,Yes,Two,Once,Two,Prefer not to say,Prefer not to say,,"Doing a physical activity or sport ,Going on the internet ,Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:12:01,2024-07-18 11:12:01,Survey Test,100,0,True,2024-07-18 11:12:01,R_3OCWASlegjFB6u2,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:01,2024-07-18 11:12:01,Survey Test,100,0,True,2024-07-18 11:12:01,R_5C5hVnYvam5exnM,test,,"Yes, I am happy to take part",Prefer not to say,Girl,August,25,1919,Poor,Less than half of the time,Some of the time,Prefer not to say,At no time,More than half of the time,6,5,7,1,0,10,5,7,0,3,10,Always,Prefer not to say,"Always ","Always ",Prefer not to say,"Always ","Never ",Prefer not to say,Prefer not to say,"Always ",Sometimes,"Never ","Never ","Always ",Prefer not to say,"Always ",Prefer not to say,A little,Always,Often,Often,Often,Almost never,Sometimes,"Very often ","Very often ","Very often ",Sometimes,Prefer not to say,Sometimes,Almost never,Almost never,"Very often ",Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,Almost never,Sometimes,"Yes, one",No,More than two,Not at all,None,No,Prefer not to say,,"Watching TV ,Going on the internet ",,,,TestLocalAuthority
2024-07-18 11:12:01,2024-07-18 11:12:01,Survey Test,100,0,True,2024-07-18 11:12:01,R_9MLk0oAv6AZzxjg,test,,"Yes, I am happy to take part",P6,Girl,March,23,1972,Poor,Prefer not to say,At no time,All of the time,Most of the time,At no time,5,8,5,Prefer not to say,3,6,1,7,9,3,Prefer not to say,Always,"Never ","Never ",Sometimes,"Always ",Prefer not to say,Sometimes,Sometimes,"Never ","Always ","Always ",Prefer not to say,Prefer not to say,"Never ","Always ","Never ",I like it a bit,A little,Often,Very often,"Very often ","Very often ",Prefer not to say,"Very often ","Very often ",Sometimes,Almost never,Often,"Very often ","Very often ","Very often ",Almost never,Prefer not to say,Prefer not to say,Often,Almost never,"Very often ",Almost never,Often,"Yes, two or more",Yes,Prefer not to say,More than twice,More than two,No,My postcode is:,EC1A 1HQ,"Listening to music ,Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:12:01,2024-07-18 11:12:01,Survey Test,100,0,True,2024-07-18 11:12:02,R_elps7L2u6qP5nYW,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:02,2024-07-18 11:12:02,Survey Test,100,0,True,2024-07-18 11:12:02,R_3CShdnH5n2lPnKK,test,,"Yes, I am happy to take part",P6,In another way,April,13,1925,Excellent,At no time,Some of the time,Prefer not to say,Prefer not to say,More than half of the time,7,3,5,4,6,Prefer not to say,8,6,9,5,7,"Never ","Always ","Never ","Never ","Never ",Sometimes,"Always ","Always ","Never ","Never ","Never ",Sometimes,Sometimes,"Never ","Always ","Never ",I like it a lot,A little,Never,Often,Often,Often,Sometimes,Prefer not to say,Prefer not to say,Almost never,"Very often ",Prefer not to say,Almost never,Almost never,Sometimes,"Very often ",Often,Sometimes,Often,Almost never,Prefer not to say,Prefer not to say,Prefer not to say,No,Yes,More than two,Prefer not to say,One,No,Don't know postcode,,"Hanging out with friends ,Listening to music ",,,,TestLocalAuthority
2024-07-18 11:12:02,2024-07-18 11:12:02,Survey Test,100,0,True,2024-07-18 11:12:02,R_06vcbpkumjFX3iC,test,,"Yes, I am happy to take part",P7,Girl,November,1,1996,Fair,Some of the time,Some of the time,Less than half of the time,At no time,Some of the time,0,2,2,10,1,8,9,5,2,4,2,Always,"Never ",Sometimes,Sometimes,"Always ",Prefer not to say,Sometimes,Sometimes,"Never ",Sometimes,"Never ","Always ",Prefer not to say,Sometimes,Sometimes,Sometimes,I like it a bit,Prefer not to say,Often,Very often,Often,Sometimes,"Very often ",Often,"Very often ",Sometimes,Prefer not to say,"Very often ",Almost never,Prefer not to say,Almost never,Prefer not to say,Sometimes,Prefer not to say,Almost never,Sometimes,Almost never,Prefer not to say,Sometimes,"Yes, two or more",Prefer not to say,Prefer not to say,More than twice,Two,Yes,My postcode is:,EC1A 1HQ,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:12:02,2024-07-18 11:12:02,Survey Test,100,0,True,2024-07-18 11:12:02,R_0J2ZKJDVJ5YZVDo,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:03,2024-07-18 11:12:03,Survey Test,100,0,True,2024-07-18 11:12:03,R_7QmtairVJWCJdvU,test,,"Yes, I am happy to take part",P6,Girl,October,20,1961,Prefer not to say,Less than half of the time,All of the time,At no time,Less than half of the time,At no time,8,4,4,10,0,0,Prefer not to say,0,8,10,4,"Never ","Always ",Prefer not to say,Prefer not to say,Prefer not to say,"Always ","Never ","Always ","Never ",Prefer not to say,"Always ",Sometimes,"Always ",Prefer not to say,"Never ",Sometimes,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Almost never,Sometimes,Often,"Very often ",Prefer not to say,Sometimes,Sometimes,"Very often ",Often,"Very often ","Very often ","Very often ",Almost never,Sometimes,"Very often ",Sometimes,Often,Sometimes,"Very often ","Yes, one",Prefer not to say,One,Not at all,Two,Yes,Prefer not to say,,"Something else ",,,,TestLocalAuthority
2024-07-18 11:12:03,2024-07-18 11:12:03,Survey Test,100,0,True,2024-07-18 11:12:03,R_6yt8JABbWwee3Nc,test,,"Yes, I am happy to take part",Prefer not to say,Prefer not to say,September,5,2003,Prefer not to say,Prefer not to say,Most of the time,Some of the time,All of the time,Some of the time,2,1,4,9,4,1,0,9,6,0,1,"Never ","Never ",Sometimes,"Always ","Never ",Prefer not to say,Prefer not to say,Prefer not to say,"Never ",Sometimes,Prefer not to say,"Never ","Never ",Sometimes,"Never ","Always ",I like it a lot,A lot,Always,Very often,Prefer not to say,Almost never,Almost never,"Very often ",Often,Almost never,Sometimes,Sometimes,Prefer not to say,"Very often ",Almost never,Almost never,Almost never,Often,Prefer not to say,Prefer not to say,Almost never,Often,"Very often ",Prefer not to say,Prefer not to say,Two,More than twice,One,Prefer not to say,Don't know postcode,,"Doing a physical activity or sport ",,,,TestLocalAuthority
2024-07-18 11:12:03,2024-07-18 11:12:03,Survey Test,100,0,True,2024-07-18 11:12:03,R_9ZBKJjRbkHKXxYO,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:03,2024-07-18 11:12:03,Survey Test,100,0,True,2024-07-18 11:12:04,R_eQdgI6667OZ360m,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:04,2024-07-18 11:12:04,Survey Test,100,0,True,2024-07-18 11:12:04,R_bfwq1WZPaMlvGTk,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:04,2024-07-18 11:12:04,Survey Test,100,0,True,2024-07-18 11:12:04,R_5gqiAScr8zze3Pw,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:04,2024-07-18 11:12:04,Survey Test,100,0,True,2024-07-18 11:12:04,R_cTLsTS0lMi8DCdw,test,,"Yes, I am happy to take part",P6,In another way,April,22,1989,Good,Most of the time,More than half of the time,All of the time,More than half of the time,Less than half of the time,7,7,1,0,0,3,9,8,5,7,Prefer not to say,"Never ",Prefer not to say,"Always ","Never ","Always ",Sometimes,Sometimes,"Always ","Always ",Sometimes,Sometimes,"Never ",Sometimes,"Never ",Prefer not to say,Prefer not to say,I don’t like it at all,Prefer not to say,Often,Almost never,"Very often ",Sometimes,Often,Almost never,Sometimes,"Very often ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,"Very often ",Prefer not to say,Often,Prefer not to say,Often,Prefer not to say,"Yes, two or more",No,Prefer not to say,More than twice,Two,No,Prefer not to say,,"Listening to music ,Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:12:04,2024-07-18 11:12:04,Survey Test,100,0,True,2024-07-18 11:12:05,R_a63Jj43wdPIvNci,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:05,2024-07-18 11:12:05,Survey Test,100,0,True,2024-07-18 11:12:05,R_5BkOMJ6pFVCXGHI,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:05,2024-07-18 11:12:05,Survey Test,100,0,True,2024-07-18 11:12:05,R_7ahcTJ1RcxBCIWG,test,,"Yes, I am happy to take part",P7,Girl,May,14,1993,Fair,At no time,All of the time,Most of the time,Prefer not to say,All of the time,2,8,Prefer not to say,0,3,10,1,1,0,6,5,Prefer not to say,Sometimes,Sometimes,"Always ","Always ","Never ","Always ",Sometimes,"Always ","Always ",Prefer not to say,"Always ",Sometimes,"Never ","Never ","Always ",Prefer not to say,A lot,Prefer not to say,Very often,Prefer not to say,Often,Prefer not to say,Often,Sometimes,Often,Sometimes,Prefer not to say,Almost never,Sometimes,"Very often ",Often,"Very often ","Very often ","Very often ",Often,Sometimes,Almost never,Often,Prefer not to say,Yes,More than two,Not at all,None,Prefer not to say,My postcode is:,EC1A 1HQ,"Going on the internet ",,,,TestLocalAuthority
2024-07-18 11:12:05,2024-07-18 11:12:05,Survey Test,100,0,True,2024-07-18 11:12:05,R_50UmVtuNVQfiBxQ,test,,"Yes, I am happy to take part",P7,Girl,June,12,2037,Poor,Less than half of the time,Prefer not to say,More than half of the time,All of the time,More than half of the time,8,4,7,9,Prefer not to say,8,8,5,8,8,Prefer not to say,Always,Sometimes,"Never ","Always ",Prefer not to say,"Never ","Never ",Sometimes,Sometimes,Sometimes,"Never ","Never ",Prefer not to say,"Never ",Prefer not to say,"Never ",I like it a lot,A little,Sometimes,Very often,Almost never,"Very often ",Almost never,Prefer not to say,Sometimes,Prefer not to say,Sometimes,Almost never,Prefer not to say,Almost never,Sometimes,Prefer not to say,Sometimes,Prefer not to say,Almost never,Almost never,Prefer not to say,"Very often ",Sometimes,"Yes, two or more",Prefer not to say,None,Twice,Prefer not to say,Prefer not to say,My postcode is:,EC1A 1HQ,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:12:05,2024-07-18 11:12:06,Survey Test,100,1,True,2024-07-18 11:12:06,R_dgRx5UBpjOBpKtw,test,,"Yes, I am happy to take part",P7,In another way,July,2,1959,Excellent,Less than half of the time,Prefer not to say,More than half of the time,Less than half of the time,More than half of the time,6,2,4,1,0,2,0,2,6,8,2,Prefer not to say,"Always ","Never ","Never ","Always ",Prefer not to say,"Always ","Never ",Sometimes,"Always ","Never ","Always ","Never ",Sometimes,Prefer not to say,"Always ",I like it a bit,A lot,Sometimes,Prefer not to say,"Very often ",Prefer not to say,"Very often ",Almost never,Prefer not to say,"Very often ","Very often ",Often,Sometimes,Almost never,Prefer not to say,Often,"Very often ",Almost never,Almost never,"Very often ",Prefer not to say,"Very often ",Prefer not to say,Prefer not to say,Yes,One,Prefer not to say,Two,No,My postcode is:,EC1A 1HQ,"Doing a physical activity or sport ,Going on the internet ,Listening to music ",,,,TestLocalAuthority
2024-07-18 11:12:06,2024-07-18 11:12:06,Survey Test,100,0,True,2024-07-18 11:12:06,R_d4G3OdHL99mOpU2,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:06,2024-07-18 11:12:06,Survey Test,100,0,True,2024-07-18 11:12:06,R_0I19NMENIsP0pfM,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:06,2024-07-18 11:12:06,Survey Test,100,0,True,2024-07-18 11:12:07,R_9vNCqNA69ml9b70,test,,"Yes, I am happy to take part",P6,Boy,March,5,1960,Fair,More than half of the time,Most of the time,All of the time,At no time,More than half of the time,2,10,1,0,4,2,5,10,7,9,9,Prefer not to say,"Always ",Sometimes,"Never ","Always ",Prefer not to say,"Never ","Never ",Sometimes,"Never ","Always ","Always ","Never ",Sometimes,"Never ","Always ",I don’t like it very much,Not at all,Never,Almost never,Prefer not to say,Sometimes,Often,Almost never,Often,Sometimes,Often,"Very often ",Sometimes,Sometimes,Prefer not to say,"Very often ",Almost never,Sometimes,Prefer not to say,"Very often ",Almost never,Prefer not to say,Often,"Yes, one",Yes,One,Twice,Two,No,My postcode is:,EC1A 1HQ,"Watching TV ,Something else ",,,,TestLocalAuthority
2024-07-18 11:12:07,2024-07-18 11:12:07,Survey Test,100,0,True,2024-07-18 11:12:07,R_9QBONfsPVSFTXUi,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:07,2024-07-18 11:12:07,Survey Test,100,0,True,2024-07-18 11:12:07,R_dcbpf5iccuLW1oO,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:07,2024-07-18 11:12:07,Survey Test,100,0,True,2024-07-18 11:12:07,R_7VSZsirJsap2EJw,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:07,2024-07-18 11:12:07,Survey Test,100,0,True,2024-07-18 11:12:08,R_4MIKjl3WIz8kqPA,test,,"Yes, I am happy to take part",P6,Prefer not to say,December,8,1991,Fair,At no time,Some of the time,At no time,Most of the time,More than half of the time,5,10,6,2,1,6,6,9,8,9,2,Prefer not to say,"Always ","Always ",Sometimes,"Never ",Sometimes,"Never ",Prefer not to say,"Always ",Sometimes,"Always ","Never ",Prefer not to say,Sometimes,"Never ","Always ",Prefer not to say,Not at all,Often,Sometimes,Almost never,Prefer not to say,Almost never,Almost never,Often,"Very often ",Almost never,"Very often ",Almost never,"Very often ",Prefer not to say,Almost never,Often,Prefer not to say,Often,"Very often ",Prefer not to say,"Very often ",Often,No,Prefer not to say,More than two,Prefer not to say,One,No,My postcode is:,EC1A 1HQ,"Reading ",,,,TestLocalAuthority
2024-07-18 11:12:08,2024-07-18 11:12:08,Survey Test,100,0,True,2024-07-18 11:12:08,R_6RkuEGe6Qv5S7LE,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:08,2024-07-18 11:12:08,Survey Test,100,0,True,2024-07-18 11:12:08,R_ehVXLYSIaE6H6nQ,test,,"Yes, I am happy to take part",P6,Girl,July,21,2011,Good,Prefer not to say,Most of the time,More than half of the time,Less than half of the time,At no time,7,1,0,5,0,10,5,9,5,Prefer not to say,0,Sometimes,Prefer not to say,"Never ","Never ","Always ","Always ","Always ",Sometimes,"Always ",Sometimes,"Always ","Always ",Prefer not to say,Sometimes,Prefer not to say,"Never ",I like it a bit,Some,Always,Sometimes,Often,Prefer not to say,Sometimes,Often,"Very often ",Sometimes,Prefer not to say,Almost never,Almost never,Almost never,Often,Prefer not to say,Prefer not to say,Almost never,Sometimes,Almost never,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,No,More than two,More than twice,Prefer not to say,No,My postcode is:,EC1A 1HQ,"Chatting/messaging friends on phone or computer ,Listening to music ",,,,TestLocalAuthority
2024-07-18 11:12:08,2024-07-18 11:12:08,Survey Test,100,0,True,2024-07-18 11:12:08,R_2uydyxesC2iDgkC,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
